52  0.241   3e-4
57  0.188   3e-4
62  0.116   3e-4
67  0.066   3e-4
72  0.050   3e-4
77  0.049   3e-4
82  0.058   3e-4  
87  0.095   3e-4  
92  0.162   3e-4
97  0.226   3e-4
